experiment_time_s,latitude,longitude,height_m,speed_m_s,horizontal_accuracy_m
2920.457,37.52578345,127.01613810,14.97,8.154,8.00
2921.457,37.52573672,127.01607070,14.50,8.020,8.00
2922.457,37.52568973,127.01600200,14.75,7.974,8.00
2923.457,37.52564514,127.01594940,14.61,7.410,8.00
2924.457,37.52559438,127.01589200,13.96,7.231,8.00
2925.457,37.52554026,127.01583710,13.84,7.240,8.00
2926.457,37.52549171,127.01578230,14.23,7.144,8.00
2927.457,37.52545835,127.01572610,14.32,6.483,8.00
2928.457,37.52541833,127.01566790,13.69,6.424,8.00
2929.457,37.52538666,127.01561690,13.51,6.015,8.00
2930.457,37.52533098,127.01557650,12.99,6.174,8.00
2931.457,37.52528355,127.01551850,13.08,6.562,8.00
2932.457,37.52524602,127.01546350,12.99,6.297,8.00
2933.457,37.52519941,127.01541000,12.52,6.529,8.00
2934.457,37.52515769,127.01536350,12.50,6.298,8.00
2935.457,37.52512448,127.01532860,12.94,5.426,8.00
2936.457,37.52509346,127.01530090,13.14,4.699,8.00
2937.457,37.52504662,127.01527650,13.74,5.055,8.00
2938.457,37.52500653,127.01527000,13.51,4.530,8.00
2939.457,37.52497420,127.01525640,13.36,4.067,8.00
2940.457,37.52492926,127.01525430,13.83,4.415,8.00
2941.457,37.52488761,127.01525220,13.97,4.331,8.00
2942.457,37.52486178,127.01525220,13.84,3.613,8.00
2943.457,37.52484605,127.01525430,13.65,2.634,9.01
2944.454,37.52480410,127.01528660,13.58,3.481,10.01
2945.454,37.52478842,127.01529300,13.46,3.158,10.82
2946.454,37.52478228,127.01532980,13.44,2.769,11.24
2947.454,37.52477927,127.01537560,12.94,2.640,11.69
2948.454,37.52477026,127.01540020,13.07,2.087,12.31
2949.454,37.52476315,127.01541350,12.96,1.609,12.75
2950.454,37.52475922,127.01543690,12.67,1.644,13.85
2951.454,37.52475541,127.01544370,12.85,1.192,13.56
2952.454,37.52475493,127.01544890,12.77,0.817,14.06
2953.454,37.52474720,127.01545540,12.72,0.711,14.34
2954.454,37.52474102,127.01546620,12.59,0.617,14.78
2955.454,37.52473534,127.01546650,12.37,0.905,15.66
2956.454,37.52470562,127.01546650,13.16,1.421,16.18
2957.454,37.52469149,127.01546650,13.21,1.061,16.13
2958.454,37.52465961,127.01545440,13.70,1.246,16.38
2959.454,37.52463498,127.01545440,13.60,1.629,16.16
2960.454,37.52460166,127.01545440,13.12,2.170,15.85
2961.454,37.52459632,127.01546770,12.66,2.498,15.66
2962.454,37.52458647,127.01546830,12.52,0.998,15.34
2963.454,37.52458574,127.01547130,12.37,0.942,14.97
2964.454,37.52458574,127.01550460,12.19,1.245,15.08
2965.454,37.52457897,127.01553390,12.11,1.501,14.87
2966.454,37.52457897,127.01558040,11.98,1.620,15.03
2967.454,37.52457897,127.01558040,12.48,0.745,14.68
2968.454,37.52461831,127.01558040,13.57,1.094,14.75
2969.454,37.52463407,127.01558270,14.15,0.933,14.98
2970.454,37.52463866,127.01558270,14.61,0.813,15.32
2971.454,37.52463919,127.01558270,15.19,0.914,15.22
2972.454,37.52464146,127.01559560,15.38,0.610,15.00
2973.454,37.52464274,127.01560970,15.13,0.095,14.74
2974.454,37.52464356,127.01561880,14.77,0.039,14.82
2975.454,37.52464393,127.01562400,15.23,0.042,14.58
2976.454,37.52464393,127.01562500,15.49,0.112,14.25
2977.454,37.52464692,127.01562660,15.52,0.010,14.22
2978.454,37.52465833,127.01563100,15.63,0.056,14.11
2979.454,37.52465833,127.01563850,16.12,0.048,13.85
2980.454,37.52465833,127.01564180,16.20,0.127,13.55
2981.455,37.52465723,127.01565030,15.59,0.055,13.28
2982.455,37.52465205,127.01565560,15.48,0.063,13.26
2983.455,37.52463827,127.01566670,15.37,0.195,13.12
2984.455,37.52463210,127.01566870,15.27,0.252,13.01
2985.455,37.52463165,127.01567350,15.05,0.193,12.76
2986.455,37.52463112,127.01567350,14.39,0.115,12.55
2987.455,37.52463049,127.01567500,13.76,0.582,12.32
2988.455,37.52462942,127.01567380,12.50,0.507,12.11
2989.455,37.52462542,127.01567350,12.52,0.009,11.90
2990.455,37.52462484,127.01567070,12.50,0.157,11.71
2991.455,37.52462484,127.01567380,13.30,0.658,11.52
2992.455,37.52462047,127.01567380,12.28,0.838,11.35
2993.455,37.52462047,127.01567555,12.14,0.000,11.18
2994.455,37.52462047,127.01568040,12.14,0.000,11.02
